name,concatenated,topic,region,number,requesting organization,organization_name
Disaster Response - South Sudan (12) OSM South Sudan,Disaster Response - South Sudan (12) OSM South Sudan,Disaster Response,South Sudan,12,OSM South Sudan,OSM South Sudan
Disarter prevention  - Santa Isabel - Girón Ecuador (3) OpenMappingHub - LAC,Disarter prevention - Santa Isabel - Girón Ecuador (3) OpenMappingHub - LAC,Disarter prevention,Santa Isabel - Girón Ecuador,3,OpenMappingHub - LAC,OpenMappingHub - LAC
Detect Damaged Buildings - Earthquake Response - Myanmar (1) Open Mapping Hub - AP,Detect Damaged Buildings - Earthquake Response - Myanmar (1) Open Mapping Hub - AP,Detect Damaged Buildings,Earthquake Response - Myanmar,1,Open Mapping Hub - AP,Open Mapping Hub - AP
Detect Damaged Buildings - Earthquake Response - Myanmar (2) Open Mapping Hub - AP,Detect Damaged Buildings - Earthquake Response - Myanmar (2) Open Mapping Hub - AP,Detect Damaged Buildings,Earthquake Response - Myanmar,2,Open Mapping Hub - AP,Open Mapping Hub - AP
Detect Damaged Buildings - Earthquake Response - Myanmar (3) Open Mapping Hub - AP,Detect Damaged Buildings - Earthquake Response - Myanmar (3) Open Mapping Hub - AP,Detect Damaged Buildings,Earthquake Response - Myanmar,3,Open Mapping Hub - AP,Open Mapping Hub - AP
Detect Damaged Buildings - Earthquake Response - Myanmar (4) Open Mapping Hub - AP,Detect Damaged Buildings - Earthquake Response - Myanmar (4) Open Mapping Hub - AP,Detect Damaged Buildings,Earthquake Response - Myanmar,4,Open Mapping Hub - AP,Open Mapping Hub - AP
Detect Damaged Buildings - Earthquake Response - Myanmar (5) Open Mapping Hub - AP,Detect Damaged Buildings - Earthquake Response - Myanmar (5) Open Mapping Hub - AP,Detect Damaged Buildings,Earthquake Response - Myanmar,5,Open Mapping Hub - AP,Open Mapping Hub - AP
Detect Damaged Buildings - Earthquake Response - Myanmar (6) Open Mapping Hub - AP,Detect Damaged Buildings - Earthquake Response - Myanmar (6) Open Mapping Hub - AP,Detect Damaged Buildings,Earthquake Response - Myanmar,6,Open Mapping Hub - AP,Open Mapping Hub - AP
Detect Damaged Buildings - Earthquake Response - Myanmar (7) Open Mapping Hub - AP,Detect Damaged Buildings - Earthquake Response - Myanmar (7) Open Mapping Hub - AP,Detect Damaged Buildings,Earthquake Response - Myanmar,7,Open Mapping Hub - AP,Open Mapping Hub - AP
Deforestation in Central America and Mexico - Mexico Chunhuhub (1) Co.Mapper,Deforestation in Central America and Mexico - Mexico Chunhuhub (1) Co.Mapper,Deforestation in Central America and Mexico,Mexico Chunhuhub,1,Co.Mapper,
Deforestation in Central America and Mexico - Mexico Chunhuhub (2) Co.Mapper,Deforestation in Central America and Mexico - Mexico Chunhuhub (2) Co.Mapper,Deforestation in Central America and Mexico,Mexico Chunhuhub,2,Co.Mapper,
Deforestation in Central America and Mexico - Mexico Chunhuhub (2) Co.Mapper,Deforestation in Central America and Mexico - Mexico Chunhuhub (2) Co.Mapper,Deforestation in Central America and Mexico,Mexico Chunhuhub,2,Co.Mapper,
"Cyclone Flooding Analysis - Mahanoro, Madagascar (1) Médecins Sans Frontières","Cyclone Flooding Analysis - Mahanoro, Madagascar (1) Médecins Sans Frontières",Cyclone Flooding Analysis,"Mahanoro, Madagascar",1,Médecins Sans Frontières,Médecins Sans Frontières
"Cyclone Flooding Analysis - Manangary, Madagascar  (1) Médecins Sans Frontières","Cyclone Flooding Analysis - Manangary, Madagascar (1) Médecins Sans Frontières",Cyclone Flooding Analysis,"Manangary, Madagascar",1,Médecins Sans Frontières,Médecins Sans Frontières
"Cyclone Flooding Analysis - Mahanoro, Madagascar (2) Médecins Sans Frontières","Cyclone Flooding Analysis - Mahanoro, Madagascar (2) Médecins Sans Frontières",Cyclone Flooding Analysis,"Mahanoro, Madagascar",2,Médecins Sans Frontières,Médecins Sans Frontières
"Cyclone Damage Analysis  - Mahanoro, Madagascar  (1) Médecins Sans Frontières","Cyclone Damage Analysis - Mahanoro, Madagascar (1) Médecins Sans Frontières",Cyclone Damage Analysis,"Mahanoro, Madagascar",1,Médecins Sans Frontières,Médecins Sans Frontières
"Cyclone Damage Analysis - Mahanoro, Madagascar  (2) Médecins Sans Frontières","Cyclone Damage Analysis - Mahanoro, Madagascar (2) Médecins Sans Frontières",Cyclone Damage Analysis,"Mahanoro, Madagascar",2,Médecins Sans Frontières,Médecins Sans Frontières
"Cyclone Damage Analysis - Manangary, Madagascar (1) Médecins Sans Frontières","Cyclone Damage Analysis - Manangary, Madagascar (1) Médecins Sans Frontières",Cyclone Damage Analysis,"Manangary, Madagascar",1,Médecins Sans Frontières,Médecins Sans Frontières
"Cyclone Damage Analysis - Manangary, Madagascar  (2) Médecins Sans Frontières","Cyclone Damage Analysis - Manangary, Madagascar (2) Médecins Sans Frontières",Cyclone Damage Analysis,"Manangary, Madagascar",2,Médecins Sans Frontières,Médecins Sans Frontières
"Cyclone Damage Analysis - Manangary, Madagascar  (3) Médecins Sans Frontières","Cyclone Damage Analysis - Manangary, Madagascar (3) Médecins Sans Frontières",Cyclone Damage Analysis,"Manangary, Madagascar",3,Médecins Sans Frontières,Médecins Sans Frontières
"Cyclone Damage Analysis - Manangary, Madagascar  (1) Médecins Sans Frontières","Cyclone Damage Analysis - Manangary, Madagascar (1) Médecins Sans Frontières",Cyclone Damage Analysis,"Manangary, Madagascar",1,Médecins Sans Frontières,Médecins Sans Frontières
"COVID-19 Response - Cusco, Peru (1) HOT","COVID-19 Response - Cusco, Peru (1) HOT",COVID-19 Response,"Cusco, Peru",1,HOT,HOT
"COVID-19 Response - Cusco, Peru (2) HOT","COVID-19 Response - Cusco, Peru (2) HOT",COVID-19 Response,"Cusco, Peru",2,HOT,HOT
"COVID-19 Response - Cusco, Peru (3) HOT","COVID-19 Response - Cusco, Peru (3) HOT",COVID-19 Response,"Cusco, Peru",3,HOT,HOT
"COVID-19 Response - Cusco, Peru (5) HOT","COVID-19 Response - Cusco, Peru (5) HOT",COVID-19 Response,"Cusco, Peru",5,HOT,HOT
"COVID-19 Response - Cusco, Peru (6) HOT","COVID-19 Response - Cusco, Peru (6) HOT",COVID-19 Response,"Cusco, Peru",6,HOT,HOT
"COVID-19 Response - Cusco, Peru (7) HOT","COVID-19 Response - Cusco, Peru (7) HOT",COVID-19 Response,"Cusco, Peru",7,HOT,HOT
"COVID-19 Response - Cusco, Peru (8) HOT","COVID-19 Response - Cusco, Peru (8) HOT",COVID-19 Response,"Cusco, Peru",8,HOT,HOT
"COVID-19 Response - Cusco, Peru (9) HOT","COVID-19 Response - Cusco, Peru (9) HOT",COVID-19 Response,"Cusco, Peru",9,HOT,HOT
"COVID-19 Response - Cusco, Peru (10) HOT","COVID-19 Response - Cusco, Peru (10) HOT",COVID-19 Response,"Cusco, Peru",10,HOT,HOT
COVID-19 Response - Botswana (1) HOT,COVID-19 Response - Botswana (1) HOT,COVID-19 Response,Botswana,1,HOT,HOT
COVID-19 Response - Botswana (2) HOT,COVID-19 Response - Botswana (2) HOT,COVID-19 Response,Botswana,2,HOT,HOT
COVID-19 Response - Botswana (3) HOT,COVID-19 Response - Botswana (3) HOT,COVID-19 Response,Botswana,3,HOT,HOT
COVID-19 Response - Botswana (4) HOT,COVID-19 Response - Botswana (4) HOT,COVID-19 Response,Botswana,4,HOT,HOT
COVID-19 Response - Botswana (5) HOT,COVID-19 Response - Botswana (5) HOT,COVID-19 Response,Botswana,5,HOT,HOT
COVID-19 Response - Botswana (6) HOT,COVID-19 Response - Botswana (6) HOT,COVID-19 Response,Botswana,6,HOT,HOT
COVID-19 Response - Botswana (7) HOT,COVID-19 Response - Botswana (7) HOT,COVID-19 Response,Botswana,7,HOT,HOT
COVID-19 Response - Botswana (8) HOT,COVID-19 Response - Botswana (8) HOT,COVID-19 Response,Botswana,8,HOT,HOT
COVID-19 Response - Botswana (9) HOT,COVID-19 Response - Botswana (9) HOT,COVID-19 Response,Botswana,9,HOT,HOT
COVID-19 Response - Botswana (10) HOT,COVID-19 Response - Botswana (10) HOT,COVID-19 Response,Botswana,10,HOT,HOT
COVID-19 Response - Botswana (11) HOT,COVID-19 Response - Botswana (11) HOT,COVID-19 Response,Botswana,11,HOT,HOT
COVID-19 Response - Botswana (12) HOT,COVID-19 Response - Botswana (12) HOT,COVID-19 Response,Botswana,12,HOT,HOT
COVID-19 Response - Botswana (13) HOT,COVID-19 Response - Botswana (13) HOT,COVID-19 Response,Botswana,13,HOT,HOT
COVID-19 Response - Botswana (14) HOT,COVID-19 Response - Botswana (14) HOT,COVID-19 Response,Botswana,14,HOT,HOT
COVID-19 Response - Botswana (15) HOT,COVID-19 Response - Botswana (15) HOT,COVID-19 Response,Botswana,15,HOT,HOT
COVID-19 Response - Botswana (16) HOT,COVID-19 Response - Botswana (16) HOT,COVID-19 Response,Botswana,16,HOT,HOT
COVID-19 Response - Botswana (17) HOT,COVID-19 Response - Botswana (17) HOT,COVID-19 Response,Botswana,17,HOT,HOT
COVID-19 Response - Botswana (18) HOT,COVID-19 Response - Botswana (18) HOT,COVID-19 Response,Botswana,18,HOT,HOT
COVID-19 Response - Botswana (19) HOT,COVID-19 Response - Botswana (19) HOT,COVID-19 Response,Botswana,19,HOT,HOT
COVID-19 Response - Botswana (20) HOT,COVID-19 Response - Botswana (20) HOT,COVID-19 Response,Botswana,20,HOT,HOT
COVID-19 Response - Botswana (21) HOT,COVID-19 Response - Botswana (21) HOT,COVID-19 Response,Botswana,21,HOT,HOT
COVID-19 Response - Botswana (23) HOT,COVID-19 Response - Botswana (23) HOT,COVID-19 Response,Botswana,23,HOT,HOT
COVID-19 Response - Botswana (24) HOT,COVID-19 Response - Botswana (24) HOT,COVID-19 Response,Botswana,24,HOT,HOT
COVID-19 Response - Botswana (25) HOT,COVID-19 Response - Botswana (25) HOT,COVID-19 Response,Botswana,25,HOT,HOT
COVID-19 Response - Botswana (26) HOT,COVID-19 Response - Botswana (26) HOT,COVID-19 Response,Botswana,26,HOT,HOT
COVID-19 Response - Botswana (27) HOT,COVID-19 Response - Botswana (27) HOT,COVID-19 Response,Botswana,27,HOT,HOT
COVID-19 Response - Botswana (28) HOT,COVID-19 Response - Botswana (28) HOT,COVID-19 Response,Botswana,28,HOT,HOT
COVID-19 Response - Botswana (29) HOT,COVID-19 Response - Botswana (29) HOT,COVID-19 Response,Botswana,29,HOT,HOT
COVID-19 Response - Botswana (30) HOT,COVID-19 Response - Botswana (30) HOT,COVID-19 Response,Botswana,30,HOT,HOT
COVID-19 Response - Botswana (31) HOT,COVID-19 Response - Botswana (31) HOT,COVID-19 Response,Botswana,31,HOT,HOT
COVID-19 Response - Botswana (32) HOT,COVID-19 Response - Botswana (32) HOT,COVID-19 Response,Botswana,32,HOT,HOT
COVID-19 Response - Botswana (33) HOT,COVID-19 Response - Botswana (33) HOT,COVID-19 Response,Botswana,33,HOT,HOT
COVID-19 Response - Botswana (34) HOT,COVID-19 Response - Botswana (34) HOT,COVID-19 Response,Botswana,34,HOT,HOT
COVID-19 Response - Botswana (35) HOT,COVID-19 Response - Botswana (35) HOT,COVID-19 Response,Botswana,35,HOT,HOT
COVID-19 Response - Botswana (36) HOT,COVID-19 Response - Botswana (36) HOT,COVID-19 Response,Botswana,36,HOT,HOT
COVID-19 Response - Botswana (37) HOT,COVID-19 Response - Botswana (37) HOT,COVID-19 Response,Botswana,37,HOT,HOT
COVID-19 Response - Botswana (38) HOT,COVID-19 Response - Botswana (38) HOT,COVID-19 Response,Botswana,38,HOT,HOT
COVID-19 Response - Botswana (22) HOT,COVID-19 Response - Botswana (22) HOT,COVID-19 Response,Botswana,22,HOT,HOT
COVID-19 Response - Botswana (39) HOT,COVID-19 Response - Botswana (39) HOT,COVID-19 Response,Botswana,39,HOT,HOT
COVID-19 Response - Mali (1) Mali COVID Coalition,COVID-19 Response - Mali (1) Mali COVID Coalition,COVID-19 Response,Mali,1,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (2) Mali COVID Coalition,COVID-19 Response - Mali (2) Mali COVID Coalition,COVID-19 Response,Mali,2,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (3) Mali COVID Coalition,COVID-19 Response - Mali (3) Mali COVID Coalition,COVID-19 Response,Mali,3,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (4) Mali COVID Coalition,COVID-19 Response - Mali (4) Mali COVID Coalition,COVID-19 Response,Mali,4,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (5) Mali COVID Coalition,COVID-19 Response - Mali (5) Mali COVID Coalition,COVID-19 Response,Mali,5,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (6) Mali COVID Coalition,COVID-19 Response - Mali (6) Mali COVID Coalition,COVID-19 Response,Mali,6,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (7) Mali COVID Coalition,COVID-19 Response - Mali (7) Mali COVID Coalition,COVID-19 Response,Mali,7,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (8) Mali COVID Coalition,COVID-19 Response - Mali (8) Mali COVID Coalition,COVID-19 Response,Mali,8,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (9) Mali COVID Coalition,COVID-19 Response - Mali (9) Mali COVID Coalition,COVID-19 Response,Mali,9,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (10) Mali COVID Coalition,COVID-19 Response - Mali (10) Mali COVID Coalition,COVID-19 Response,Mali,10,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (4) Mali COVID Coalition,COVID-19 Response - Mali (4) Mali COVID Coalition,COVID-19 Response,Mali,4,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (11) Mali COVID Coalition,COVID-19 Response - Mali - Mali (11) Mali COVID Coalition,COVID-19 Response,Mali - Mali,11,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (12) Mali COVID Coalition,COVID-19 Response - Mali - Mali (12) Mali COVID Coalition,COVID-19 Response,Mali - Mali,12,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (13) Mali COVID Coalition,COVID-19 Response - Mali - Mali (13) Mali COVID Coalition,COVID-19 Response,Mali - Mali,13,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (14) Mali COVID Coalition,COVID-19 Response - Mali - Mali (14) Mali COVID Coalition,COVID-19 Response,Mali - Mali,14,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (15) Mali COVID Coalition,COVID-19 Response - Mali - Mali (15) Mali COVID Coalition,COVID-19 Response,Mali - Mali,15,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (16) Mali COVID Coalition,COVID-19 Response - Mali - Mali (16) Mali COVID Coalition,COVID-19 Response,Mali - Mali,16,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (17) Mali COVID Coalition,COVID-19 Response - Mali - Mali (17) Mali COVID Coalition,COVID-19 Response,Mali - Mali,17,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (18) Mali COVID Coalition,COVID-19 Response - Mali - Mali (18) Mali COVID Coalition,COVID-19 Response,Mali - Mali,18,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (19) Mali COVID Coalition,COVID-19 Response - Mali - Mali (19) Mali COVID Coalition,COVID-19 Response,Mali - Mali,19,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali - Mali (20) Mali COVID Coalition,COVID-19 Response - Mali - Mali (20) Mali COVID Coalition,COVID-19 Response,Mali - Mali,20,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (21) Mali COVID Coalition,COVID-19 Response - Mali (21) Mali COVID Coalition,COVID-19 Response,Mali,21,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (22) Mali COVID Coalition,COVID-19 Response - Mali (22) Mali COVID Coalition,COVID-19 Response,Mali,22,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (23) Mali COVID Coalition,COVID-19 Response - Mali (23) Mali COVID Coalition,COVID-19 Response,Mali,23,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (24) Mali COVID Coalition,COVID-19 Response - Mali (24) Mali COVID Coalition,COVID-19 Response,Mali,24,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (25) Mali COVID Coalition,COVID-19 Response - Mali (25) Mali COVID Coalition,COVID-19 Response,Mali,25,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (26) Mali COVID Coalition,COVID-19 Response - Mali (26) Mali COVID Coalition,COVID-19 Response,Mali,26,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (27) Mali COVID Coalition,COVID-19 Response - Mali (27) Mali COVID Coalition,COVID-19 Response,Mali,27,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (28) Mali COVID Coalition,COVID-19 Response - Mali (28) Mali COVID Coalition,COVID-19 Response,Mali,28,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (29) Mali COVID Coalition,COVID-19 Response - Mali (29) Mali COVID Coalition,COVID-19 Response,Mali,29,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (30) Mali COVID Coalition,COVID-19 Response - Mali (30) Mali COVID Coalition,COVID-19 Response,Mali,30,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Guyana (1) HOT,COVID-19 Response - Guyana (1) HOT,COVID-19 Response,Guyana,1,HOT,HOT
COVID-19 Response - Mali (31) Mali COVID Coalition,COVID-19 Response - Mali (31) Mali COVID Coalition,COVID-19 Response,Mali,31,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (32) Mali COVID Coalition,COVID-19 Response - Mali (32) Mali COVID Coalition,COVID-19 Response,Mali,32,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (33) Mali COVID Coalition,COVID-19 Response - Mali (33) Mali COVID Coalition,COVID-19 Response,Mali,33,Mali COVID Coalition,Mali COVID Coalition
COVID-19 Response - Mali (34) Mali COVID Coalition,COVID-19 Response - Mali (34) Mali COVID Coalition,COVID-19 Response,Mali,34,Mali COVID Coalition,Mali COVID Coalition
